douban_id,title,rating,rating_count,introduction,introduction_source,source_url,collected_at
3319755,怦然心动,9.1,2071975,真正的幸福是来自内心深处。,inq,https://movie.douban.com/subject/3319755/,2026-08-29 14:59:25
1851857,蝙蝠侠：黑暗骑士,9.2,1209843,无尽的黑暗。,inq,https://movie.douban.com/subject/1851857/,2026-08-29 14:59:25
1291552,指环王3：王者无敌,9.3,922073,史诗的终章。,inq,https://movie.douban.com/subject/1291552/,2026-08-29 14:59:25
26752088,我不是药神,9.0,2377480,对我们国家而言，这样的电影多一部是一部。,inq,https://movie.douban.com/subject/26752088/,2026-08-29 14:59:25
1300267,乱世佳人,9.3,806804,Tomorrow is another day.,inq,https://movie.douban.com/subject/1300267/,2026-08-29 14:59:25
3742360,让子弹飞,9.0,1940069,你给我翻译翻译，神马叫做TMD的惊喜。,inq,https://movie.douban.com/subject/3742360/,2026-08-29 14:59:25
2129039,飞屋环游记,9.1,1518962,最后那些最无聊的事情，才是最值得怀念的。,inq,https://movie.douban.com/subject/2129039/,2026-08-29 14:59:25
1308807,哈尔的移动城堡,9.1,1311082,带着心爱的人在天空飞翔。,inq,https://movie.douban.com/subject/1308807/,2026-08-29 14:59:25
1293182,十二怒汉,9.4,587721,1957年的理想主义。,inq,https://movie.douban.com/subject/1293182/,2026-08-29 14:59:25
25958717,海蒂和爷爷,9.3,799416,如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么。,inq,https://movie.douban.com/subject/25958717/,2026-08-29 14:59:25
21937452,素媛,9.3,784919,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。,inq,https://movie.douban.com/subject/21937452/,2026-08-29 14:59:25
1305487,猫鼠游戏,9.1,1228643,骗子大师和执著警探的你追我跑故事。,inq,https://movie.douban.com/subject/1305487/,2026-08-29 14:59:25
1291583,天空之城,9.2,1020448,对天空的追逐，永不停止。,inq,https://movie.douban.com/subject/1291583/,2026-08-29 14:59:25
1291858,鬼子来了,9.3,724824,对敌人的仁慈，就是对自己残忍。,inq,https://movie.douban.com/subject/1291858/,2026-08-29 14:59:25
26387939,摔跤吧！爸爸,9.0,1764953,你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。,inq,https://movie.douban.com/subject/26387939/,2026-08-29 14:59:25
1929463,少年派的奇幻漂流,9.1,1503701,瑰丽壮观、无人能及的冒险之旅。,inq,https://movie.douban.com/subject/1929463/,2026-08-29 14:59:25
1296736,钢琴家,9.3,759758,导演: 罗曼·波兰斯基 Roman Polanski 主演: 艾德里安·布洛迪 Adrien Brod... 2002 / 英国 法国 波兰 德国 美国 / 剧情 传记 战争 音乐,metadata,https://movie.douban.com/subject/1296736/,2026-08-29 14:59:25
1291548,死亡诗社,9.2,898586,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。,inq,https://movie.douban.com/subject/1291548/,2026-08-29 14:59:25
1291572,指环王2：双塔奇兵,9.2,868776,承前启后的史诗篇章。,inq,https://movie.douban.com/subject/1291572/,2026-08-29 14:59:25
1299398,大话西游之月光宝盒,9.0,1382619,导演: 刘镇伟 Jeffrey Lau 主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng... 1995 / 中国香港 中国大陆 / 喜剧 爱情 奇幻 古装,metadata,https://movie.douban.com/subject/1299398/,2026-08-29 14:59:25
27060077,绿皮书,8.9,1916676,去除成见，需要勇气。,inq,https://movie.douban.com/subject/27060077/,2026-08-29 14:59:25
30170448,何以为家,9.1,1172822,凝视卑弱生命，用电影改变命运。,inq,https://movie.douban.com/subject/30170448/,2026-08-29 14:59:30
1298624,闻香识女人,9.1,1035049,导演: 马丁·布莱斯 Martin Brest 主演: 阿尔·帕西诺 Al Pacino / 克里斯... 1992 / 美国 / 剧情,metadata,https://movie.douban.com/subject/1298624/,2026-08-29 14:59:30
1418019,大闹天宫,9.4,517129,导演: 万籁鸣 Laiming Wan 主演: 邱岳峰 Yuefeng Qiu / 富润生 Runsheng Fu... 1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆) / 中国大陆 / 剧情 动画 奇幻 古装,metadata,https://movie.douban.com/subject/1418019/,2026-08-29 14:59:30
1291843,黑客帝国,9.1,963380,导演: 安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski 主... 1999 / 美国 / 动作 科幻,metadata,https://movie.douban.com/subject/1291843/,2026-08-29 14:59:30
1291571,指环王1：护戒使者,9.1,972863,导演: 彼得·杰克逊 Peter Jackson 主演: 伊利亚·伍德 Elijah Wood / 西恩... 2001 / 新西兰 美国 英国 / 剧情 动作 奇幻 冒险,metadata,https://movie.douban.com/subject/1291571/,2026-08-29 14:59:30
1293839,罗马假日,9.1,1058094,导演: 威廉·惠勒 William Wyler 主演: 奥黛丽·赫本 Audrey Hepburn / 格... 1953 / 美国 / 喜剧 剧情 爱情,metadata,https://movie.douban.com/subject/1293839/,2026-08-29 14:59:30
1299131,教父2,9.3,649622,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola 主演: 阿尔·帕西诺 A... 1974 / 美国 / 剧情 犯罪,metadata,https://movie.douban.com/subject/1299131/,2026-08-29 14:59:30
1301753,狮子王,9.1,972812,导演: Roger Allers / 罗伯·明可夫 Rob Minkoff 主演: 乔纳森·泰勒·托马... 1994 / 美国 / 动画 冒险 歌舞,metadata,https://movie.douban.com/subject/1301753/,2026-08-29 14:59:30
1291828,天堂电影院,9.2,749090,导演: 朱塞佩·托纳多雷 Giuseppe Tornatore 主演: 菲利普·努瓦雷 Philipp... 1988 / 意大利 法国 / 剧情 爱情,metadata,https://movie.douban.com/subject/1291828/,2026-08-29 14:59:30
1291818,饮食男女,9.2,737202,导演: 李安 Ang Lee 主演: 郎雄 Sihung Lung / 杨贵媚 Kuei-Mei Yang / 吴... 1994 / 中国台湾 美国 / 剧情 家庭,metadata,https://movie.douban.com/subject/1291818/,2026-08-29 14:59:30
21937445,辩护人,9.2,663671,电影的现实意义大过电影本身。,inq,https://movie.douban.com/subject/21937445/,2026-08-29 14:59:30
1485260,本杰明·巴顿奇事,9.0,1117144,在时间之河里感受溺水之苦。,inq,https://movie.douban.com/subject/1485260/,2026-08-29 14:59:30
1292000,搏击俱乐部,9.0,991122,导演: 大卫·芬奇 David Fincher 主演: 爱德华·诺顿 Edward Norton / 布拉... 1999 / 美国 / 剧情 动作 悬疑 惊悚,metadata,https://movie.douban.com/subject/1292000/,2026-08-29 14:59:30
1306029,美丽心灵,9.1,861022,导演: 朗·霍华德 Ron Howard 主演: 罗素·克劳 Russell Crowe / 艾德·哈... 2001 / 美国 / 传记 剧情,metadata,https://movie.douban.com/subject/1306029/,2026-08-29 14:59:30
3008247,穿条纹睡衣的男孩,9.2,649191,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,inq,https://movie.douban.com/subject/3008247/,2026-08-29 14:59:30
3011235,哈利·波特与死亡圣器(下),9.0,984040,10年的完美句点。,inq,https://movie.douban.com/subject/3011235/,2026-08-29 14:59:30
1291543,功夫,8.9,1362833,警恶惩奸，维护世界和平这个任务就交给你了，好吗？,inq,https://movie.douban.com/subject/1291543/,2026-08-29 14:59:30
1293350,两杆大烟枪,9.1,687007,导演: 盖·里奇 Guy Ritchie 主演: 杰森·弗莱明 Jason Flemyng / 德克斯特... 1998 / 英国 / 剧情 喜剧 犯罪,metadata,https://movie.douban.com/subject/1293350/,2026-08-29 14:59:30
1292220,情书,8.9,1343070,导演: 岩井俊二 Shunji Iwai 主演: 中山美穗 Miho Nakayama / 丰川悦司 Ets... 1995 / 日本 / 剧情 爱情,metadata,https://movie.douban.com/subject/1292220/,2026-08-29 14:59:30
1900841,窃听风暴,9.2,638931,别样人生。,inq,https://movie.douban.com/subject/1900841/,2026-08-29 14:59:30
1294408,音乐之声,9.1,692859,导演: 罗伯特·怀斯 Robert Wise 主演: 朱莉·安德鲁斯 Julie Andrews / 克... 1965 / 美国 / 剧情 传记 爱情 歌舞,metadata,https://movie.douban.com/subject/1294408/,2026-08-29 14:59:30
1291544,哈利·波特与阿兹卡班的囚徒,9.0,905352,不一样的导演，不一样的哈利·波特。,inq,https://movie.douban.com/subject/1291544/,2026-08-29 14:59:30
1652587,阿凡达,8.8,1601906,绝对意义上的美轮美奂。,inq,https://movie.douban.com/subject/1652587/,2026-08-29 14:59:30
1292402,西西里的美丽传说,8.9,1104381,导演: 朱塞佩·托纳多雷 Giuseppe Tornatore 主演: 莫妮卡·贝鲁奇 Monica ... 2000 / 意大利 美国 / 剧情 战争 情色,metadata,https://movie.douban.com/subject/1292402/,2026-08-29 14:59:30
26580232,看不见的客人,8.8,1458103,你以为你以为的就是你以为的。,inq,https://movie.douban.com/subject/26580232/,2026-08-29 14:59:30
1292849,拯救大兵瑞恩,9.1,736013,导演: 史蒂文·斯皮尔伯格 Steven Spielberg 主演: 汤姆·汉克斯 Tom Hanks... 1998 / 美国 / 剧情 战争,metadata,https://movie.douban.com/subject/1292849/,2026-08-29 14:59:34
1293544,沉默的羔羊,8.9,1029187,导演: 乔纳森·戴米 Jonathan Demme 主演: 朱迪·福斯特 Jodie Foster / 安... 1991 / 美国 / 剧情 犯罪 惊悚,metadata,https://movie.douban.com/subject/1293544/,2026-08-29 14:59:34
1303021,小鞋子,9.2,473862,导演: 马基德·马基迪 Majid Majidi 主演: 默罕默德·阿米尔·纳吉 Mohamma... 1997 / 伊朗 / 剧情 儿童 家庭,metadata,https://movie.douban.com/subject/1303021/,2026-08-29 14:59:34
1292343,蝴蝶效应,8.9,1083005,人的命运被自己瞬间的抉择改变。,inq,https://movie.douban.com/subject/1292343/,2026-08-29 14:59:34
36445098,还有明天,9.3,388424,导演: 宝拉·柯特莱西 Paola Cortellesi 主演: 宝拉·柯特莱西 Paola Corte... 2023 / 意大利 / 剧情 喜剧 历史,metadata,https://movie.douban.com/subject/36445098/,2026-08-29 14:59:34
11525673,布达佩斯大饭店,8.9,1099551,小清新的故事里注入了大历史的情怀。,inq,https://movie.douban.com/subject/11525673/,2026-08-29 14:59:34
1292224,飞越疯人院,9.1,611656,导演: 米洛斯·福尔曼 Miloš Forman 主演: 杰克·尼科尔森 Jack Nichols... 1975 / 美国 / 剧情,metadata,https://movie.douban.com/subject/1292224/,2026-08-29 14:59:34
2334904,禁闭岛,8.9,1129518,昔日翩翩少年，今日大腹便便。,inq,https://movie.douban.com/subject/2334904/,2026-08-29 14:59:34
1292656,心灵捕手,9.0,826086,导演: 格斯·范·桑特 Gus Van Sant 主演: 马特·达蒙 Matt Damon / 罗宾·... 1997 / 美国 / 剧情,metadata,https://movie.douban.com/subject/1292656/,2026-08-29 14:59:34
1780330,致命魔术,8.9,978361,孪生蝙蝠侠大战克隆金刚狼。,inq,https://movie.douban.com/subject/1780330/,2026-08-29 14:59:34
1291832,低俗小说,8.9,973084,导演: 昆汀·塔伦蒂诺 Quentin Tarantino 主演: 约翰·特拉沃尔塔 John Tra... 1994 / 美国 / 剧情 喜剧 犯罪,metadata,https://movie.douban.com/subject/1291832/,2026-08-29 14:59:34
1296996,哈利·波特与密室,8.9,932329,导演: Chris Columbus 主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛... 2002 / 英国 美国 / 奇幻 冒险,metadata,https://movie.douban.com/subject/1296996/,2026-08-29 14:59:34
1292434,一一,9.1,526345,导演: 杨德昌 Edward Yang 主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai... 2000 / 中国台湾 日本 / 剧情 爱情 家庭,metadata,https://movie.douban.com/subject/1292434/,2026-08-29 14:59:34
5322596,超脱,9.0,734275,穷尽一生，我们要学会的，不过是彼此拥抱。,inq,https://movie.douban.com/subject/5322596/,2026-08-29 14:59:34
1302425,喜剧之王,8.8,1113717,导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee 主演: 周星驰 Stephen Ch... 1999 / 中国香港 / 喜剧 剧情 爱情,metadata,https://movie.douban.com/subject/1302425/,2026-08-29 14:59:34
1297192,致命ID,8.9,966339,导演: 詹姆斯·曼高德 James Mangold 主演: 约翰·库萨克 John Cusack / 雷... 2003 / 美国 / 剧情 悬疑 惊悚,metadata,https://movie.douban.com/subject/1297192/,2026-08-29 14:59:34
1300299,杀人回忆,8.9,850875,导演: 奉俊昊 Joon-ho Bong 主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun... 2003 / 韩国 / 剧情 动作 犯罪 悬疑 惊悚,metadata,https://movie.douban.com/subject/1300299/,2026-08-29 14:59:34
1294371,摩登时代,9.3,352476,导演: 查理·卓别林 Charles Chaplin 主演: 查理·卓别林 Charles Chaplin ... 1936 / 美国 / 剧情 喜剧 爱情,metadata,https://movie.douban.com/subject/1294371/,2026-08-29 14:59:34
1298070,加勒比海盗,8.9,983063,导演: 戈尔·维宾斯基 Gore Verbinski 主演: 约翰尼·德普 Johnny Depp / ... 2003 / 美国 / 动作 冒险 奇幻,metadata,https://movie.douban.com/subject/1298070/,2026-08-29 14:59:34
1292679,春光乍泄,9.0,717310,导演: 王家卫 Kar Wai Wong 主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu... 1997 / 中国香港 日本 韩国 / 剧情 爱情 同性,metadata,https://movie.douban.com/subject/1292679/,2026-08-29 14:59:34
3442220,海豚湾,9.3,385222,海豚的微笑，是世界上最高明的伪装。,inq,https://movie.douban.com/subject/3442220/,2026-08-29 14:59:34
1292262,美国往事,9.1,478825,导演: 赛尔乔·莱翁内 Sergio Leone 主演: 罗伯特·德尼罗 Robert De Niro ... 1984 / 美国 意大利 / 犯罪 剧情,metadata,https://movie.douban.com/subject/1292262/,2026-08-29 14:59:34
1292223,七宗罪,8.8,1079016,导演: 大卫·芬奇 David Fincher 主演: 摩根·弗里曼 Morgan Freeman / 布... 1995 / 美国 / 剧情 犯罪 悬疑 惊悚,metadata,https://movie.douban.com/subject/1292223/,2026-08-29 14:59:34
1865703,红辣椒,9.0,581658,梦的勾结。,inq,https://movie.douban.com/subject/1865703/,2026-08-29 14:59:34
1306249,唐伯虎点秋香,8.8,1243156,导演: 李力持 Lik-Chi Lee 主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈... 1993 / 中国香港 / 喜剧 爱情 古装,metadata,https://movie.douban.com/subject/1306249/,2026-08-29 14:59:34
6985810,狩猎,9.1,479543,人言可畏。,inq,https://movie.douban.com/subject/6985810/,2026-08-29 14:59:38
1297359,幽灵公主,8.9,679913,导演: 宫崎骏 Hayao Miyazaki 主演: 松田洋治 Yôji Matsuda / 石田百合... 1997 / 日本 / 动画 奇幻 冒险,metadata,https://movie.douban.com/subject/1297359/,2026-08-29 14:59:38
27010768,寄生虫,8.8,1567647,导演: 奉俊昊 Joon-ho Bong 主演: 宋康昊 Kang-ho Song / 李善均 Seon-gyun... 2019 / 韩国 / 剧情,metadata,https://movie.douban.com/subject/27010768/,2026-08-29 14:59:38
1305164,甜蜜蜜,8.9,685028,导演: 陈可辛 Peter Chan 主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ... 1996 / 中国香港 / 剧情 爱情,metadata,https://movie.douban.com/subject/1305164/,2026-08-29 14:59:38
1428581,天书奇谭,9.2,343075,导演: 王树忱 Shuchen Wang / 钱运达 Yunda Qian 主演: 丁建华 Jianhua Din... 1983(中国大陆) / 2021 / 中国大陆 / 动画 奇幻,metadata,https://movie.douban.com/subject/1428581/,2026-08-29 14:59:38
3395373,蝙蝠侠：黑暗骑士崛起,8.9,828632,诺兰就是保证。,inq,https://movie.douban.com/subject/3395373/,2026-08-29 14:59:38
11026735,超能陆战队,8.8,1162338,Balalala~~~,inq,https://movie.douban.com/subject/11026735/,2026-08-29 14:59:38
1461403,茶馆,9.5,216877,导演: 谢添 Tian Xie 主演: 于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T... 1982(中国大陆) / 中国大陆 / 剧情 历史,metadata,https://movie.douban.com/subject/1461403/,2026-08-29 14:59:38
10777687,7号房的礼物,8.9,629702,《我是山姆》的《美丽人生》。,inq,https://movie.douban.com/subject/10777687/,2026-08-29 14:59:38
1297630,第六感,8.9,649928,导演: M·奈特·沙马兰 M. Night Shyamalan 主演: 布鲁斯·威利斯 Bruce Wi... 1999 / 美国 / 剧情 悬疑 惊悚,metadata,https://movie.douban.com/subject/1297630/,2026-08-29 14:59:38
1291990,爱在日落黄昏时,8.9,666858,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,inq,https://movie.douban.com/subject/1291990/,2026-08-29 14:59:38
1296339,爱在黎明破晓前,8.8,816962,导演: 理查德·林克莱特 Richard Linklater 主演: 伊桑·霍克 Ethan Hawke ... 1995 / 美国 奥地利 瑞士 / 剧情 爱情,metadata,https://movie.douban.com/subject/1296339/,2026-08-29 14:59:38
10533913,头脑特工队,8.9,823711,愿我们都不用长大，每一座城堡都能永远存在。,inq,https://movie.douban.com/subject/10533913/,2026-08-29 14:59:38
1309055,哈利·波特与火焰杯,8.8,817463,导演: 迈克·内威尔 Mike Newell 主演: 丹尼尔·雷德克里夫 Daniel Radclif... 2005 / 英国 美国 / 悬疑 奇幻 冒险,metadata,https://movie.douban.com/subject/1309055/,2026-08-29 14:59:38
1395091,未麻的部屋,9.1,434561,导演: 今敏 Satoshi Kon 主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu... 1997 / 日本 / 剧情 犯罪 动画 悬疑 惊悚,metadata,https://movie.douban.com/subject/1395091/,2026-08-29 14:59:38
1787291,被嫌弃的松子的一生,8.8,783062,以戏谑来戏谑戏谑。,inq,https://movie.douban.com/subject/1787291/,2026-08-29 14:59:38
1291999,重庆森林,8.8,935188,导演: 王家卫 Kar Wai Wong 主演: 林青霞 Brigitte Lin / 金城武 Takeshi K... 1994 / 中国香港 / 剧情 爱情,metadata,https://movie.douban.com/subject/1291999/,2026-08-29 14:59:38
4202302,借东西的小人阿莉埃蒂,8.9,637188,曾经的那段美好会沉淀为一辈子的记忆。,inq,https://movie.douban.com/subject/4202302/,2026-08-29 14:59:38
1293359,菊次郎的夏天,8.9,683799,导演: 北野武 Takeshi Kitano 主演: 北野武 Takeshi Kitano / 关口雄介 Yus... 1999 / 日本 / 剧情 喜剧,metadata,https://movie.douban.com/subject/1293359/,2026-08-29 14:59:38
2149806,入殓师,8.9,750095,死可能是一道门，逝去并不是终结，而是超越，走向下一程。,inq,https://movie.douban.com/subject/2149806/,2026-08-29 14:59:38
1418834,断背山,8.8,793601,每个人心中都有一座断背山。,inq,https://movie.douban.com/subject/1418834/,2026-08-29 14:59:38
1292370,剪刀手爱德华,8.7,1131112,导演: 蒂姆·波顿 Tim Burton 主演: 约翰尼·德普 Johnny Depp / 薇诺娜·... 1990 / 美国 / 剧情 爱情 奇幻,metadata,https://movie.douban.com/subject/1292370/,2026-08-29 14:59:38
1294639,勇敢的心,8.9,611742,导演: 梅尔·吉布森 Mel Gibson 主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛... 1995 / 美国 / 动作 传记 剧情 历史 战争,metadata,https://movie.douban.com/subject/1294639/,2026-08-29 14:59:38
10577869,时空恋旅人,8.8,808114,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,inq,https://movie.douban.com/subject/10577869/,2026-08-29 14:59:38
1858711,玩具总动员3,8.9,610810,跨度十五年的欢乐与泪水。,inq,https://movie.douban.com/subject/1858711/,2026-08-29 14:59:38
1418200,傲慢与偏见,8.7,956816,爱是摈弃傲慢与偏见之后的曙光。,inq,https://movie.douban.com/subject/1418200/,2026-08-29 14:59:43
2353023,驯龙高手,8.8,880020,和谐的生活离不开摸头与被摸头。,inq,https://movie.douban.com/subject/2353023/,2026-08-29 14:59:43
21318488,消失的爱人,8.7,1087699,年度最佳date movie。,inq,https://movie.douban.com/subject/21318488/,2026-08-29 14:59:43
1292337,无人知晓,9.1,378900,我的平常生活就是他人的幸福。,inq,https://movie.douban.com/subject/1292337/,2026-08-29 14:59:43
10437779,新世界,8.9,538872,要做就做得狠一点，这样才能活下去。,inq,https://movie.douban.com/subject/10437779/,2026-08-29 14:59:43
1297447,倩女幽魂,8.8,846054,导演: 程小东 Siu-Tung Ching 主演: 张国荣 Leslie Cheung / 王祖贤 Joey W... 1987 / 中国香港 / 爱情 奇幻 武侠 古装,metadata,https://movie.douban.com/subject/1297447/,2026-08-29 14:59:43
1291557,花样年华,8.8,820680,导演: 王家卫 Kar Wai Wong 主演: 张曼玉 Maggie Cheung / 梁朝伟 Tony Leu... 2000 / 中国香港 / 剧情 爱情,metadata,https://movie.douban.com/subject/1291557/,2026-08-29 14:59:43
26628357,一个叫欧维的男人决定去死,8.9,580287,惠及一生的美丽。,inq,https://movie.douban.com/subject/26628357/,2026-08-29 14:59:43
1828115,色，戒,8.7,979290,假戏真情，爱欲深海,inq,https://movie.douban.com/subject/1828115/,2026-08-29 14:59:43
1300992,完美的世界,9.1,365778,导演: 克林特·伊斯特伍德 Clint Eastwood 主演: 凯文·科斯特纳 Kevin Cos... 1993 / 美国 / 剧情 犯罪,metadata,https://movie.douban.com/subject/1300992/,2026-08-29 14:59:43
1291579,怪兽电力公司,8.8,782928,导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman 主演: 约... 2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险,metadata,https://movie.douban.com/subject/1291579/,2026-08-29 14:59:43
1294240,教父3,9.0,440551,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola 主演: 阿尔·帕西诺 A... 1990 / 美国 / 剧情 犯罪,metadata,https://movie.douban.com/subject/1294240/,2026-08-29 14:59:43
1297518,九品芝麻官,8.8,810719,导演: 王晶 Jing Wong 主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ... 1994 / 中国香港 / 剧情 喜剧 古装,metadata,https://movie.douban.com/subject/1297518/,2026-08-29 14:59:43
25814705,小森林 夏秋篇,9.0,480287,那些静得只能听见呼吸的日子里，你明白孤独即生活。,inq,https://movie.douban.com/subject/25814705/,2026-08-29 14:59:43
1292215,天使爱美丽,8.7,1029883,导演: 让-皮埃尔·热内 Jean-Pierre Jeunet 主演: 奥黛丽·塔图 Audrey Tau... 2001 / 法国 德国 / 剧情 喜剧 爱情,metadata,https://movie.douban.com/subject/1292215/,2026-08-29 14:59:43
1291875,阳光灿烂的日子,8.8,704981,导演: 姜文 Wen Jiang 主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao 1994 / 中国大陆 中国香港 / 剧情 爱情,metadata,https://movie.douban.com/subject/1291875/,2026-08-29 14:59:43
1307315,哪吒闹海,9.2,313919,导演: 王树忱 Shuchen Wang / 严定宪 Dingxian Yan 主演: 梁正晖 Zhenghui ... 1979 / 中国大陆 / 冒险 动画 奇幻,metadata,https://movie.douban.com/subject/1307315/,2026-08-29 14:59:43
1297052,侧耳倾听,8.9,527717,导演: 近藤喜文 Yoshifumi Kondo 主演: 本名阳子 Youko Honna / 小林桂树 K... 1995 / 日本 / 剧情 爱情 动画,metadata,https://movie.douban.com/subject/1297052/,2026-08-29 14:59:43
6307447,被解救的姜戈,8.8,704811,热血沸腾，那个低俗、性感的无耻混蛋又来了。,inq,https://movie.douban.com/subject/6307447/,2026-08-29 14:59:43
1292274,幸福终点站,8.8,651570,有时候幸福需要等一等。,inq,https://movie.douban.com/subject/1292274/,2026-08-29 14:59:43
26799731,请以你的名字呼唤我,8.8,838343,沉醉在电影的情感和视听氛围中无法自拔。,inq,https://movie.douban.com/subject/26799731/,2026-08-29 14:59:43
